30 8 2022 19:0 Start-up Time: 2.98s Avg: 0.249ms 4016FPS Total: 9362.47s
30 8 2022 18:59 Start-up Time: 2.567s Avg: 0.288ms 3472FPS Total: 12823.6s
30 8 2022 18:59 Start-up Time: 2.703s Avg: 0.255ms 3921FPS Total: 11061.8s
29 8 2022 22:26 Start-up Time: 2.449s Avg: 0.258ms 3875FPS Total: 9429.88s
29 8 2022 22:26 Start-up Time: 2.586s Avg: 0.266ms 3759FPS Total: 7439.22s
29 8 2022 22:26 Start-up Time: 2.564s Avg: 0.283ms 3533FPS Total: 5819.89s
29 8 2022 22:25 Start-up Time: 2.633s Avg: 0.241ms 4149FPS Total: 7727.12s
29 8 2022 21:55 Start-up Time: 2.63s Avg: 0.302ms 3311FPS Total: 15346.9s
29 8 2022 21:55 Start-up Time: 2.563s Avg: 0.272ms 3676FPS Total: 7277.33s
29 8 2022 21:55 Start-up Time: 2.64s Avg: 0.28ms 3571FPS Total: 5583.07s
29 8 2022 21:48 Start-up Time: 2.688s Avg: 0.273ms 3663FPS Total: 32257s
29 8 2022 21:47 Start-up Time: 2.642s Avg: 0.244ms 4098FPS Total: 8217.87s
29 8 2022 21:47 Start-up Time: 2.724s Avg: 0.244ms 4098FPS Total: 12105s
29 8 2022 21:46 Start-up Time: 2.547s Avg: 0.257ms 3891FPS Total: 3786.43s
29 8 2022 21:46 Start-up Time: 2.61s Avg: 0.235ms 4255FPS Total: 5711.63s
29 8 2022 21:40 Start-up Time: 31.735s Avg: 0.289ms 3460FPS Total: 34107.4s
29 8 2022 21:39 Start-up Time: 2.346s Avg: 0.266ms 3759FPS Total: 9717.09s
29 8 2022 19:12 Start-up Time: 17.574s Avg: 0.281ms 3558FPS Total: 26484.7s
29 8 2022 19:11 Start-up Time: 2.529s Avg: 0.27ms 3703FPS Total: 8822.7s
29 8 2022 19:11 Start-up Time: 2.486s Avg: 0.214ms 4672FPS Total: 5961.83s
29 8 2022 19:9 Start-up Time: 2.576s Avg: 0.309ms 3236FPS Total: 5559.61s
29 8 2022 19:9 Start-up Time: 2.463s Avg: 0.283ms 3533FPS Total: 4670.17s
29 8 2022 19:3 Start-up Time: 2.472s Avg: 0.281ms 3558FPS Total: 28087.7s
29 8 2022 19:2 Start-up Time: 2.469s Avg: 0.286ms 3496FPS Total: 18808.4s
29 8 2022 17:17 Start-up Time: 2.474s Avg: 0.274ms 3649FPS Total: 3487.94s
29 8 2022 17:16 Start-up Time: 2.481s Avg: 0.269ms 3717FPS Total: 13827.4s
29 8 2022 17:16 Start-up Time: 2.577s Avg: 0.286ms 3496FPS Total: 4596.01s
29 8 2022 14:26 Start-up Time: 2.552s Avg: 0.289ms 3460FPS Total: 7483.19s
29 8 2022 14:25 Start-up Time: 2.544s Avg: 0.276ms 3623FPS Total: 10631s
29 8 2022 14:25 Start-up Time: 2.559s Avg: 0.316ms 3164FPS Total: 9556.66s
29 8 2022 14:25 Start-up Time: 2.497s Avg: 0.244ms 4098FPS Total: 6008.4s
29 8 2022 14:24 Start-up Time: 2.694s Avg: 0.286ms 3496FPS Total: 8098.94s
29 8 2022 14:23 Start-up Time: 2.519s Avg: 0.309ms 3236FPS Total: 11614.7s
29 8 2022 14:22 Start-up Time: 2.586s Avg: 0.268ms 3731FPS Total: 9195.7s
29 8 2022 14:16 Start-up Time: 2.491s Avg: 0.243ms 4115FPS Total: 18119.5s
29 8 2022 14:13 Start-up Time: 2.52s Avg: 0.297ms 3367FPS Total: 8196.35s
29 8 2022 14:12 Start-up Time: 2.601s Avg: 0.298ms 3355FPS Total: 7707.27s
29 8 2022 11:27 Start-up Time: 2.453s Avg: 0.336ms 2976FPS Total: 6613.69s
29 8 2022 11:24 Start-up Time: 2.543s Avg: 0.331ms 3021FPS Total: 6532.03s
29 8 2022 11:24 Start-up Time: 2.533s Avg: 0.229ms 4366FPS Total: 6744.43s
29 8 2022 11:24 Start-up Time: 2.615s Avg: 0.224ms 4464FPS Total: 4609.52s
29 8 2022 11:24 Start-up Time: 2.473s Avg: 0.253ms 3952FPS Total: 7422.05s
29 8 2022 11:23 Start-up Time: 2.464s Avg: 0.274ms 3649FPS Total: 12102s
29 8 2022 11:21 Start-up Time: 2.374s Avg: 0.227ms 4405FPS Total: 91073.4s
29 8 2022 11:21 Start-up Time: 2.514s Avg: 0.187ms 5347FPS Total: 4370.1s
29 8 2022 11:13 Start-up Time: 2.328s Avg: 0.236ms 4237FPS Total: 9260.83s
29 8 2022 11:12 Start-up Time: 2.698s Avg: 0.268ms 3731FPS Total: 13338.4s
29 8 2022 0:16 Start-up Time: 2.391s Avg: 0.274ms 3649FPS Total: 3432.51s
29 8 2022 0:16 Start-up Time: 2.405s Avg: 0.217ms 4608FPS Total: 7108.56s
29 8 2022 0:11 Start-up Time: 2.462s Avg: 0.237ms 4219FPS Total: 5263.84s
29 8 2022 0:10 Start-up Time: 2.535s Avg: 0.301ms 3322FPS Total: 6557.71s
